timestamp,energy_demand_kw,temperature_c,cloud_cover_pct,wind_speed_ms,humidity_pct,solar_output_kw,battery_level_pct,hour_of_day,day_of_week,month,is_weekend,hour_sin,hour_cos,day_sin,day_cos,demand_lag_1h,demand_lag_24h,demand_roll_6h,effective_solar
2024-01-03 01:00:00,118.4,8.7,26,2.9,67,0.0,77.8,1,2,1,0,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,125.6,116.8,174.1,0.0
2024-01-03 02:00:00,112.8,8.4,30,2.6,70,0.0,76.4,2,2,1,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,118.4,110.2,153.03333333333333,0.0
2024-01-03 03:00:00,106.2,8.1,34,2.3,72,0.0,75.0,3,2,1,0,0.7071067811865476,0.7071067811865476,0.9749279121818236,-0.22252093395631434,112.8,104.5,133.76666666666668,0.0
2024-01-03 04:00:00,101.8,7.9,38,2.1,74,0.0,73.6,4,2,1,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,106.2,100.1,119.33333333333333,0.0
2024-01-03 05:00:00,106.5,8.2,36,2.4,73,0.0,72.2,5,2,1,0,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,101.8,104.3,111.88333333333334,0.0
2024-01-03 06:00:00,122.8,9.0,28,3.0,68,7.2,71.4,6,2,1,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,106.5,120.5,111.41666666666667,5.184
2024-01-03 07:00:00,151.4,10.8,20,3.6,62,26.4,72.0,7,2,1,0,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,122.8,148.6,116.91666666666667,21.12
2024-01-03 08:00:00,186.2,12.8,14,4.2,57,54.8,74.8,8,2,1,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,151.4,182.4,129.15,47.128
2024-01-03 09:00:00,207.4,15.0,10,4.8,53,82.1,79.6,9,2,1,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,186.2,202.8,146.01666666666668,73.89
2024-01-03 10:00:00,225.8,17.2,8,5.2,49,101.5,85.2,10,2,1,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,207.4,220.3,166.6833333333333,93.38000000000001
2024-01-03 11:00:00,238.4,18.8,6,5.5,46,112.3,90.8,11,2,1,0,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,225.8,232.7,188.66666666666666,105.562
2024-01-03 12:00:00,246.5,20.1,5,5.8,43,116.4,95.2,12,2,1,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,238.4,240.1,209.28333333333333,110.58
2024-01-03 13:00:00,240.8,20.4,7,5.6,44,112.8,97.4,13,2,1,0,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,246.5,234.5,224.1833333333333,104.904
2024-01-03 14:00:00,233.2,19.6,10,5.4,46,104.2,98.5,14,2,1,0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,240.8,226.9,232.01666666666668,93.78
2024-01-03 15:00:00,228.5,18.8,15,5.1,49,88.5,98.0,15,2,1,0,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,233.2,222.3,235.53333333333333,75.225
2024-01-03 16:00:00,235.4,17.9,20,4.8,52,67.2,97.1,16,2,1,0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,228.5,229.7,237.13333333333335,53.760000000000005
2024-01-03 17:00:00,249.8,16.4,25,4.4,56,40.5,95.8,17,2,1,0,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,235.4,243.2,239.03333333333333,30.375
2024-01-03 18:00:00,259.6,15.0,30,4.0,60,16.2,94.2,18,2,1,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,249.8,252.8,241.21666666666667,11.339999999999998
2024-01-03 19:00:00,253.2,13.5,35,3.6,63,2.8,92.5,19,2,1,0,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,259.6,246.4,243.28333333333333,1.8199999999999998
2024-01-03 20:00:00,246.5,12.2,38,3.2,66,0.0,90.8,20,2,1,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,253.2,239.2,245.5,0.0
2024-01-03 21:00:00,228.2,11.2,40,3.0,68,0.0,89.2,21,2,1,0,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,246.5,221.8,245.45000000000002,0.0
2024-01-03 22:00:00,194.8,10.4,34,2.8,69,0.0,87.6,22,2,1,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,228.2,188.4,238.68333333333337,0.0
2024-01-03 23:00:00,156.4,9.7,26,3.1,67,0.0,86.2,23,2,1,0,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,194.8,151.2,223.11666666666667,0.0
2024-01-04 00:00:00,128.2,9.2,20,3.3,64,0.0,84.8,0,3,1,0,0.0,1.0,0.43388373911755823,-0.900968867902419,156.4,125.6,201.21666666666667,0.0
2024-01-04 01:00:00,120.8,8.9,24,3.0,66,0.0,83.4,1,3,1,0,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,128.2,118.4,179.15,0.0
2024-01-04 02:00:00,114.5,8.6,28,2.7,69,0.0,82.0,2,3,1,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,120.8,112.8,157.15,0.0
2024-01-04 03:00:00,108.4,8.3,32,2.4,71,0.0,80.6,3,3,1,0,0.7071067811865476,0.7071067811865476,0.43388373911755823,-0.900968867902419,114.5,106.2,137.18333333333334,0.0
2024-01-04 04:00:00,104.2,8.1,36,2.2,73,0.0,79.2,4,3,1,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,108.4,101.8,122.08333333333333,0.0
2024-01-04 05:00:00,108.8,8.4,34,2.5,72,0.0,77.8,5,3,1,0,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,104.2,106.5,114.14999999999999,0.0
2024-01-04 06:00:00,125.2,9.2,26,3.1,67,8.4,77.0,6,3,1,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,108.8,122.8,113.64999999999999,6.216
2024-01-04 07:00:00,154.8,11.0,18,3.8,61,30.2,77.8,7,3,1,0,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,125.2,151.4,119.31666666666668,24.764000000000003
2024-01-04 08:00:00,190.5,13.2,12,4.4,56,62.4,80.8,8,3,1,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,154.8,186.2,131.98333333333335,54.912
2024-01-04 09:00:00,211.8,15.5,8,5.0,52,90.5,85.9,9,3,1,0,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,190.5,207.4,149.21666666666667,83.26
2024-01-04 10:00:00,230.2,17.8,6,5.4,48,110.2,91.7,10,3,1,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,211.8,225.8,170.21666666666667,103.588
2024-01-04 11:00:00,242.8,19.4,5,5.7,45,120.8,97.5,11,3,1,0,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,230.2,238.4,192.55000000000004,114.75999999999999
2024-01-04 12:00:00,250.4,20.8,4,6.0,42,124.8,100.0,12,3,1,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,242.8,246.5,213.41666666666666,119.80799999999999
2024-01-04 13:00:00,244.6,21.0,6,5.8,43,120.5,100.0,13,3,1,0,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,250.4,240.8,228.38333333333335,113.27
2024-01-04 14:00:00,237.0,20.2,9,5.6,45,112.0,100.0,14,3,1,0,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,244.6,233.2,236.13333333333335,101.92
2024-01-04 15:00:00,232.2,19.4,14,5.3,48,95.4,99.5,15,3,1,0,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,237.0,228.5,239.5333333333333,82.044
2024-01-04 16:00:00,238.8,18.5,19,5.0,51,72.8,98.8,16,3,1,0,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,232.2,235.4,240.9666666666667,58.968
2024-01-04 17:00:00,253.5,16.9,24,4.6,55,44.8,97.5,17,3,1,0,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,238.8,249.8,242.75,34.047999999999995
2024-01-04 18:00:00,263.5,15.5,29,4.2,59,18.5,95.8,18,3,1,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,253.5,259.6,244.9333333333333,13.135
2024-01-04 19:00:00,257.0,14.0,34,3.8,62,3.2,94.2,19,3,1,0,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,263.5,253.2,247.0,2.1119999999999997
2024-01-04 20:00:00,250.2,12.7,37,3.4,65,0.0,92.5,20,3,1,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,257.0,246.5,249.20000000000002,0.0
2024-01-04 21:00:00,231.8,11.6,39,3.2,67,0.0,90.8,21,3,1,0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,250.2,228.2,249.13333333333335,0.0
2024-01-04 22:00:00,198.5,10.8,33,3.0,68,0.0,89.2,22,3,1,0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,231.8,194.8,242.41666666666666,0.0
2024-01-04 23:00:00,159.8,10.1,25,3.3,66,0.0,87.8,23,3,1,0,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,198.5,156.4,226.79999999999998,0.0
2024-01-05 00:00:00,130.5,9.5,18,3.5,63,0.0,86.4,0,4,1,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,159.8,128.2,204.63333333333335,0.0
2024-01-05 01:00:00,122.4,9.2,22,3.2,65,0.0,85.0,1,4,1,0,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,130.5,120.8,182.20000000000002,0.0
2024-01-05 02:00:00,116.2,8.9,26,2.9,68,0.0,83.6,2,4,1,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,122.4,114.5,159.86666666666665,0.0
2024-01-05 03:00:00,110.5,8.6,30,2.6,70,0.0,82.2,3,4,1,0,0.7071067811865476,0.7071067811865476,-0.433883739117558,-0.9009688679024191,116.2,108.4,139.65,0.0
2024-01-05 04:00:00,106.5,8.4,34,2.4,72,0.0,80.8,4,4,1,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,110.5,104.2,124.31666666666666,0.0
2024-01-05 05:00:00,111.2,8.7,32,2.7,71,0.0,79.4,5,4,1,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,106.5,108.8,116.21666666666665,0.0
2024-01-05 06:00:00,128.5,9.5,24,3.3,66,9.5,78.6,6,4,1,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,111.2,125.2,115.88333333333333,7.22
2024-01-05 07:00:00,158.2,11.5,16,4.0,60,34.2,79.5,7,4,1,0,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,128.5,154.8,121.84999999999998,28.728
2024-01-05 08:00:00,194.8,13.8,10,4.6,55,68.5,82.8,8,4,1,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,158.2,190.5,134.95000000000002,61.65
2024-01-05 09:00:00,216.4,16.2,7,5.2,51,98.2,88.2,9,4,1,0,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,194.8,211.8,152.6,91.326
2024-01-05 10:00:00,235.2,18.5,5,5.6,47,118.5,94.0,10,4,1,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,216.4,230.2,174.04999999999998,112.57499999999999
2024-01-05 11:00:00,248.0,20.2,4,5.9,44,128.5,99.5,11,4,1,0,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,235.2,242.8,196.85,123.36
2024-01-05 12:00:00,255.8,21.5,3,6.2,41,132.4,100.0,12,4,1,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,248.0,250.4,218.0666666666667,128.428
2024-01-05 13:00:00,250.0,21.8,5,6.0,42,128.2,100.0,13,4,1,0,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,255.8,244.6,233.36666666666667,121.78999999999998
2024-01-05 14:00:00,242.4,21.0,8,5.8,44,119.5,100.0,14,4,1,0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,250.0,237.0,241.29999999999998,109.94
2024-01-05 15:00:00,237.5,20.2,13,5.5,47,102.2,99.8,15,4,1,0,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,242.4,232.2,244.81666666666663,88.914
2024-01-05 16:00:00,244.2,19.2,18,5.2,50,78.5,99.2,16,4,1,0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,237.5,238.8,246.3166666666667,64.37
2024-01-05 17:00:00,258.8,17.5,23,4.8,54,48.5,98.0,17,4,1,0,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,244.2,253.5,248.11666666666667,37.345
2024-01-05 18:00:00,268.8,16.0,28,4.4,58,20.2,96.4,18,4,1,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,258.8,263.5,250.2833333333333,14.543999999999999
2024-01-05 19:00:00,262.5,14.5,33,4.0,61,3.5,94.8,19,4,1,0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,268.8,257.0,252.36666666666665,2.3449999999999998
2024-01-05 20:00:00,256.0,13.2,36,3.6,64,0.0,93.2,20,4,1,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,262.5,250.2,254.63333333333335,0.0
2024-01-05 21:00:00,238.2,12.0,38,3.4,66,0.0,91.5,21,4,1,0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,256.0,231.8,254.75,0.0
2024-01-05 22:00:00,204.5,11.2,32,3.2,67,0.0,89.9,22,4,1,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,238.2,198.5,248.13333333333333,0.0
2024-01-05 23:00:00,164.5,10.5,24,3.5,65,0.0,88.4,23,4,1,0,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,204.5,159.8,232.41666666666666,0.0
